CSI_rMediumCoping,IndicatorTypeID,CSI_id,CSI_csHighCoping,ADM5_ID,LivelihoodZoneName,ADM4_ID,CSI_rDataSource,CSI_csLowCoping,MethodologyCs,csMethodologyID,CSI_rHighCoping,ADM0_ID,CSI_rMediumHighThreshold,CSI_csNoCoping,CSI_rLowCoping,CSI_rLowMediumThreshold,rMethodologyID,CSI_rMonth,CSI_rMean,CSI_rNoCoping,TargetGroupCs,ADM3_ID,CSI_csDataSource,ADM2_ID,TargetGroupR,CSI_csLowMediumThreshold,Lz_ID,MethodologyR,CSI_csMediumCoping,mr_id,CSI_csMean,CSI_rYear,fdc,CSI_csMediumHighThreshold,rTargetGroupID,CSI_csYear,csTargetGroupID,ADM1_ID,CSI_csMonth
20.3573236256941,2,1175,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,23.3712770624992,205,12,,18.8028351375711,6,9,4,7.69673577765738,37.4685641742357,,0,,21974,5,,,"7 Days",,2101,,2012,,,5,,,21969,
7.96141104025981,2,1176,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,13.4798578691736,205,12,,18.0450336731518,6,9,4,4.2301441685054,60.5136974174149,,0,,21978,5,,,"7 Days",,2101,,2012,,,5,,,21969,
48.2906461891968,2,1209,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,31.8435548650456,43,24,,19.0162530100304,12,9,7,20.6367883739752,0.849545935727299,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40551,
35.9839736949213,2,1210,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,29.1785378069279,43,24,,34.6256557914131,12,9,7,17.9803285060588,0.211832706737717,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40552,
19.4994798027774,2,1211,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,41.1201140413042,43,24,,39.1710864582862,12,9,7,21.9033646226518,0.209319697632223,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40553,
45.9081932566605,2,1212,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,22.3245948745977,43,24,,31.0079907852773,12,9,7,17.7658119711086,0.759221083464491,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40554,
25.7773273154309,2,1213,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,14.5999095345078,43,24,,54.7118991889439,12,9,7,13.0796682163526,4.9108639611173,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40555,
27.9708300003154,2,1214,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,31.0216094247713,43,24,,34.9565980648631,12,9,7,17.277410084289,6.05096251005025,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40556,
34.9655703855445,2,1215,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,17.536589856978,43,24,,45.4014502635927,12,9,7,15.1007060468569,2.09638949388467,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40557,
39.7818161123499,2,1216,,0,,0,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",,,,29.003870402438,43,24,,28.3511502318317,12,9,7,19.0173999578352,2.8631632533804,,0,,0,5,,,"7 Days",,2116,,2008,,,5,,,40558,
34.2441675860329,2,1177,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,9.09095098585792,205,12,,15.4679975224775,6,9,4,5.28549727932454,41.1968839056317,,0,,21986,5,,,"7 Days",,2101,,2012,,,5,,,21969,
13.8157894736842,2,829,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,18.4210526315789,45,9,,22.5877192982456,4,9,5,4.45833333333333,45.1754385964912,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,815,
14.4736842105263,2,830,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,9.29824561403509,45,9,,23.0701754385965,4,9,5,2.92543859649123,53.1578947368421,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,816,
19.5175438596491,2,831,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,18.640350877193,45,9,,20.8333333333333,4,9,5,5.12061403508772,41.0087719298246,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,817,
19.0277777777778,2,832,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,14.8611111111111,45,9,,20.0,4,9,5,4.30555555555556,46.1111111111111,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,818,
26.5740740740741,2,833,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,17.037037037037,45,9,,15.8333333333333,4,9,5,5.15462962962963,40.5555555555556,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,819,
20.2380952380952,2,834,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,19.2460317460317,45,9,,25.7936507936508,4,9,5,6.07142857142857,34.7222222222222,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,820,
19.8412698412698,2,835,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,27.5793650793651,45,9,,23.2142857142857,4,9,5,6.76388888888889,29.3650793650794,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,821,
14.484126984127,2,836,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,18.8492063492063,45,9,,19.2460317460317,4,9,5,4.40674603174603,47.4206349206349,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,822,
11.8077904167444,2,1178,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,9.97189232678491,205,12,,17.1271118385122,6,9,4,3.49200101234568,61.0932054179585,,0,,21989,5,,,"7 Days",,2101,,2012,,,5,,,21969,
26.7543859649123,2,837,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,19.2982456140351,45,9,,25.6578947368421,4,9,5,5.2280701754386,28.2894736842105,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,823,
9.79166666666667,2,838,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (CFSVA), 2011",,,,29.375,45,9,,8.75,4,9,5,6.2375,52.0833333333333,,0,,0,5,,,"7 Days",,1971,,2011,,,5,,,824,
36.3636363636364,2,863,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,18.716577540107,49,14,,43.3155080213904,7,9,6,9.3155,1.60427807486631,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,853,
30.7692307692308,2,864,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,20.979020979021,49,14,,38.1118881118881,7,9,6,9.5385,10.1398601398601,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,67154,
32.280701754386,2,865,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,25.2631578947368,49,14,,40.0,7,9,6,10.3404,2.45614035087719,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,854,
12.9707112970711,2,866,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,7.94979079497908,49,14,,50.6276150627615,7,9,6,4.7406,28.4518828451883,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,855,
10.3102414587057,2,1179,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,8.92785806276876,205,12,,16.0374141433406,6,9,4,3.31121372071919,64.724486335185,,0,,22003,5,,,"7 Days",,2101,,2012,,,5,,,21969,
22.3107569721116,2,867,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,12.3505976095618,49,14,,50.597609561753,7,9,6,6.6375,14.7410358565737,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,856,
37.0629370629371,2,868,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,38.1118881118881,49,14,,14.3356643356643,7,9,6,12.521,10.4895104895105,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,857,
12.280701754386,2,869,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,9.82456140350877,49,14,,43.859649122807,7,9,6,5.0246,34.0350877192982,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,858,
18.9090909090909,2,870,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,10.5454545454545,49,14,,48.0,7,9,6,6.0436,22.5454545454545,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,859,
6.19102752832295,2,1180,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,24.9848613388127,205,12,,6.59086818278958,6,9,4,5.89709770939491,62.2332429500747,,0,,21975,5,,,"7 Days",,2101,,2012,,,5,,,21971,
32.280701754386,2,871,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,15.7894736842105,49,14,,38.2456140350877,7,9,6,8.214,13.6842105263158,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,860,
21.2765957446809,2,872,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,23.758865248227,49,14,,26.9503546099291,7,9,6,9.383,28.0141843971631,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,861,
35.3146853146853,2,873,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,25.1748251748252,49,14,,38.8111888111888,7,9,6,10.965,0.699300699300699,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,862,
19.9324983136101,2,1181,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,19.7018554917333,205,12,,26.5380077829634,6,9,4,6.6189,33.8276384116933,,0,,21976,5,,,"7 Days",,2101,,2012,,,5,,,21971,
25.9649122807018,2,874,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,28.0701754385965,49,14,,37.5438596491228,7,9,6,10.9579,8.42105263157895,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,863,
18.9090909090909,2,875,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,53.8181818181818,49,14,,24.3636363636364,7,9,6,15.4909,2.90909090909091,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,864,
35.8885017421603,2,876,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,37.2822299651568,49,14,,24.390243902439,7,9,6,12.9826,2.4390243902439,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,865,
31.4685314685315,2,877,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,59.0909090909091,49,14,,9.09090909090909,7,9,6,17.1853,0.34965034965035,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,866,
15.7364585978572,2,1182,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,26.8257944167544,205,12,,13.2492897965876,6,9,4,7.47693760671148,44.1884571888008,,0,,21979,5,,,"7 Days",,2101,,2012,,,5,,,21971,
34.9090909090909,2,878,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,22.1818181818182,49,14,,38.5454545454545,7,9,6,9.8218,4.36363636363636,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,867,
24.2424242424242,2,879,,0,,0,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",,,,54.5454545454545,49,14,,15.1515151515152,7,9,6,16.8788,6.06060606060606,,0,,0,5,,,"7 Days",,1985,,2009,,,5,,,868,
0.0,2,994,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,11.1111111111111,50,12,,2.77777777777778,5,9,5,2.72222222222222,86.1111111111111,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12926,
51.228641661641,2,1183,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,10.2200397548557,205,12,,5.02727209678963,6,9,4,5.5781,33.5240464867136,,0,,21988,5,,,"7 Days",,2101,,2012,,,5,,,21971,
15.465391755106,2,1184,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,2.92062131435724,205,12,,15.3520757657233,6,9,4,2.3285795249252,66.2619111648135,,0,,22000,5,,,"7 Days",,2101,,2012,,,5,,,21971,
7.40740740740741,2,995,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,25.9259259259259,50,12,,1.85185185185185,5,9,5,5.27777777777778,64.8148148148148,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12910,
3.72340425531915,2,996,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,10.6382978723404,50,12,,11.1702127659574,5,9,5,2.6436170212766,74.468085106383,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12923,
8.33333333333333,2,997,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,2.22222222222222,50,12,,12.2222222222222,5,9,5,1.48888888888889,77.2222222222222,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12914,
23.3333333333333,2,998,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,7.22222222222222,50,12,,19.4444444444444,5,9,5,3.73888888888889,50.0,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12904,
25.4614565055868,2,1185,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,15.5099457020868,205,12,,15.7258077641865,6,9,4,5.85103926830045,43.3027900281398,,0,,21980,5,,,"7 Days",,2101,,2012,,,5,,,21972,
24.1666666666667,2,999,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,6.66666666666667,50,12,,12.5,5,9,5,3.81666666666667,56.6666666666667,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12905,
9.36454849498328,2,1000,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,9.6989966555184,50,12,,4.34782608695652,5,9,5,2.77591973244147,76.5886287625418,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,870,
7.99988775137332,2,1186,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,11.5717779825686,205,12,,10.7712542358623,6,9,4,4.06336428368008,69.6570800301958,,0,,21982,5,,,"7 Days",,2101,,2012,,,5,,,21972,
12.0769588763706,2,1187,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,6.95366891342666,205,12,,17.4551208373556,6,9,4,2.77004550546043,63.5142513728471,,0,,21987,5,,,"7 Days",,2101,,2012,,,5,,,21972,
8.33333333333333,2,1001,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,25.0,50,12,,0.0,5,9,5,4.5,66.6666666666667,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12911,
7.0,2,1002,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,7.66666666666667,50,12,,13.6666666666667,5,9,5,2.58666666666667,71.6666666666667,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,873,
5.15021459227468,2,1003,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,10.9442060085837,50,12,,9.01287553648069,5,9,5,2.8519313304721,74.8927038626609,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12912,
10.5883603824864,2,1188,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,51.6547258516469,205,12,,6.10187353403701,6,9,4,13.0686678269322,31.6550402318296,,0,,21993,5,,,"7 Days",,2101,,2012,,,5,,,21972,
0.0,2,1004,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,2.38095238095238,50,12,,7.14285714285714,5,9,5,0.523809523809524,90.4761904761905,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12920,
13.3333333333333,2,1005,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,7.5,50,12,,3.33333333333333,5,9,5,2.59166666666667,75.8333333333333,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12915,
6.0,2,1006,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,24.3333333333333,50,12,,4.0,5,9,5,7.38333333333333,65.6666666666667,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,875,
9.95190233336722,2,1189,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,12.7201755014213,205,12,,16.4814734463073,6,9,4,4.02348273344833,60.8464487189042,,0,,21995,5,,,"7 Days",,2101,,2012,,,5,,,21972,
6.66666666666667,2,1007,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,13.3333333333333,50,12,,8.33333333333333,5,9,5,3.43333333333333,71.6666666666667,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12924,
14.8825065274151,2,1008,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,7.31070496083551,50,12,,24.8041775456919,5,9,5,3.18537859007833,53.0026109660574,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,876,
5.66666666666667,2,1009,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,6.33333333333333,50,12,,17.0,5,9,5,2.10666666666667,71.0,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12918,
7.69230769230769,2,1010,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,6.41025641025641,50,12,,7.05128205128205,5,9,5,2.13461538461538,78.8461538461538,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12925,
9.33472409135954,2,1190,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,13.0864307754964,205,12,,2.7832992150365,6,9,4,3.94313121380082,74.7955459181075,,0,,21997,5,,,"7 Days",,2101,,2012,,,5,,,21972,
2.38095238095238,2,1011,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,4.76190476190476,50,12,,7.14285714285714,5,9,5,1.16666666666667,85.7142857142857,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12921,
0.757575757575758,2,1012,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,0.757575757575758,50,12,,1.51515151515152,5,9,5,0.196969696969697,96.969696969697,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12922,
3.08529945553539,2,1013,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,3.26678765880218,50,12,,4.90018148820327,5,9,5,0.920145190562613,88.7477313974592,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12927,
18.9579754539493,2,1191,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,6.59059191857296,205,12,,19.1182245572655,6,9,4,3.66163120252667,55.3332080702122,,0,,21999,5,,,"7 Days",,2101,,2012,,,5,,,21972,
2.33333333333333,2,1014,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,0.666666666666667,50,12,,1.66666666666667,5,9,5,0.366666666666667,95.3333333333333,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,881,
9.61538461538462,2,1015,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,3.2051282051282,50,12,,15.3846153846154,5,9,5,1.83974358974359,71.7948717948718,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12930,
14.3994566403555,2,1192,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,22.4705872463894,205,12,,12.0204239024316,6,9,4,6.67505543281756,51.1095322108234,,0,,21983,5,,,"7 Days",,2101,,2012,,,5,,,21973,
1.38888888888889,2,1016,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",,,,4.86111111111111,50,12,,4.86111111111111,5,9,5,1.14583333333333,88.8888888888889,,0,,0,5,,,"7 Days",,2043,,2009,,,5,,,12931,
32.2834645669291,2,1075,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,37.007874015748,59,16,,30.7086614173228,8,9,3,8.9366,0.0,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,970,
22.5806451612903,2,1076,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,31.4516129032258,59,16,,42.741935483871,8,9,3,6.8773,3.2258064516129,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,971,
43.75,2,1077,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,23.75,59,16,,31.25,8,9,3,8.7815,1.25,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,972,
30.1242236024845,2,1078,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,48.4472049689441,59,16,,21.1180124223602,8,9,3,9.7623,0.31055900621118,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,973,
41.7218543046358,2,1079,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,16.5562913907285,59,16,,39.7350993377483,8,9,3,7.9962,1.98675496688742,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,974,
23.1404958677686,2,1080,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,37.1900826446281,59,16,,39.6694214876033,8,9,3,9.3889,0.0,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,975,
35.5072463768116,2,1081,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,27.536231884058,59,16,,36.9565217391304,8,9,3,8.8679,0.0,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,976,
26.530612244898,2,1082,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,35.7142857142857,59,16,,36.734693877551,8,9,3,6.1222,1.02040816326531,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,977,
30.5882352941176,2,1083,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,35.2941176470588,59,16,,33.8235294117647,8,9,3,7.6168,0.294117647058824,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,978,
24.3243243243243,2,1084,,0,,0,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite (AGSAV), 2014",,,,9.00900900900901,59,16,,65.7657657657658,8,9,3,4.3423,0.900900900900901,,0,,0,5,,,"7 Days",,2059,,2014,,,5,,,979,
15.7281159241352,2,1193,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,14.2316347927111,205,12,,36.4542366564106,6,9,4,5.11657332226728,33.5860126267431,,0,,21990,5,,,"7 Days",,2101,,2012,,,5,,,21973,
18.3512544802867,2,901,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,8.02867383512545,66,11,,19.1397849462366,5,9,6,3.67240143369176,54.4802867383513,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,1039,
31.9261213720317,2,902,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,9.49868073878628,66,11,,18.2058047493404,5,9,6,4.88654353562005,40.3693931398417,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,40696,
14.6088019559902,2,903,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,31.601466992665,66,11,,23.4718826405868,5,9,6,9.3979217603912,30.3178484107579,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,40695,
27.956204379562,2,904,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,20.8029197080292,66,11,,28.6861313868613,5,9,6,7.37445255474453,22.5547445255474,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,40694,
24.4798815586493,2,1194,,0,,0,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",,,,19.5094523272118,205,12,,28.985294920076,6,9,4,7.1651349122187,27.0253711940628,,0,,21991,5,,,"7 Days",,2101,,2012,,,5,,,21973,
9.51403148528405,2,905,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,9.03490759753593,66,11,,17.5222450376454,5,9,6,2.95687885010267,63.9288158795346,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,1046,
20.0352526439483,2,906,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,45.24089306698,66,11,,18.6251468860164,5,9,6,14.6222091656874,16.0987074030552,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,40693,
7.86516853932584,2,907,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,8.00561797752809,66,11,,23.1039325842697,5,9,6,2.81671348314607,61.0252808988764,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,1047,
19.1716766867067,2,908,,0,,0,"WFP VAM Evaluation approfondie de la securite alimentaire des menages ruraux en Cote d’Ivoire (CFSVA), 2009",,,,9.81963927855711,66,11,,25.5845023380094,5,9,6,3.92852371409486,45.4241816967268,,0,,0,5,,,"7 Days",,1991,,2009,,,5,,,1049,
