ADM0_ID,ADM5_ID,Methodology,LivelihoodZoneName,ADM4_ID,FCS_borderline,FCS_month,IndicatorTypeID,FCS_dataSource,methodologyID,FCS_year,TargetGroup,ADM3_ID,ADM2_ID,Lz_ID,mr_id,FCS_lowerThreshold,FCS_id,FCS_poor,targetGroupID,FCS_mean,FCS_upperThreshold,FCS_acceptable,ADM1_ID
221,0,"Standard Threshold: 21/35",,0,32.2807153702847,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25407,,2071,0,2209,2.25449937707599,5,0.0,0,65.4647852526393,2654
221,0,"Standard Threshold: 21/35",,0,39.6960079507063,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25408,,2071,0,2210,8.33072752913537,5,0.0,0,51.9732645201583,2654
221,0,"Standard Threshold: 21/35",,0,24.5095569764855,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25409,,2071,0,2211,2.16992777387052,5,0.0,0,73.3205152496439,2655
221,0,"Standard Threshold: 21/35",,0,66.6905505871659,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25410,,2071,0,2212,4.26626048334336,5,0.0,0,29.0431889294907,2655
221,0,"Standard Threshold: 21/35",,0,51.8397419240026,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25411,,2071,0,2213,14.1255655451006,5,0.0,0,34.0346925308968,2655
221,0,"Standard Threshold: 21/35",,0,65.6459989863887,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25412,,2071,0,2214,4.97015495957041,5,0.0,0,29.3838460540409,2655
221,0,"Standard Threshold: 21/35",,0,52.0764501440619,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25413,,2071,0,2215,22.652515759577,5,0.0,0,25.2710340963611,2655
221,0,"Standard Threshold: 21/35",,0,31.4814711696066,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25414,,2071,0,2216,0.90112174224157,5,0.0,0,67.6174070881518,2656
221,0,"Standard Threshold: 21/35",,0,24.8985829065338,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25415,,2071,0,2217,1.38546852428876,5,0.0,0,73.7159485691774,2656
221,0,"Standard Threshold: 21/35",,0,58.1648154699651,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25416,,2071,0,2218,18.3021805484147,5,0.0,0,23.5330039816202,2656
221,0,"Standard Threshold: 21/35",,0,74.2185745303077,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25417,,2071,0,2219,6.79105701595641,5,0.0,0,18.9903684537359,2656
221,0,"Standard Threshold: 21/35",,0,19.103267476276,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,111381,,2071,0,2220,7.84327991167901,5,0.0,0,73.053452612045,2657
221,0,"Standard Threshold: 21/35",,0,23.7820928073244,7,2,"WFP VAM The State of Food Security and Nutrition in Sierra Leone - Comprehensive Food Security and Vulnerability Analysis (CFSVA), 2011",6,2010,5,0,25418,,2071,0,2221,1.34032885700956,5,0.0,0,74.877578335666,2657
23,0,"Raised Threshold: 28/42",,0,12.4224382412692,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1965,2.00444916934816,5,0.0,0,85.5731125893826,575
23,0,"Raised Threshold: 28/42",,0,10.9357420156106,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1966,0.646031446458162,5,0.0,0,88.4182265379313,576
23,0,"Raised Threshold: 28/42",,0,9.78203267804657,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1967,0.618428462230409,5,0.0,0,89.599538859723,577
23,0,"Raised Threshold: 28/42",,0,12.6219687722157,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1968,0.957971124257698,5,0.0,0,86.4200601035266,578
23,0,"Raised Threshold: 28/42",,0,16.2175988908559,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1969,0.976344634041789,5,0.0,0,82.8060564751023,579
152,0,"Standard Threshold: 21/35",,0,28.4278813568439,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19311,,2069,0,2181,4.73798022614065,5,0.0,0,66.8341384170154,1888
23,0,"Raised Threshold: 28/42",,0,11.3047373715782,1,2,"WFP VAM Bangladesh Household Food Security and Nutrition Assessment Report (CFSVA), 2009",7,2009,5,0,0,,1967,0,1970,0.461792151058919,5,0.0,0,88.2334704773629,580
29,0,"Standard Threshold: 21/35",,0,14.4186046511628,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1874,1.51162790697674,5,0.0,0,84.0697674418605,609
29,0,"Standard Threshold: 21/35",,0,36.0103626943005,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1875,13.2124352331606,5,0.0,0,50.7772020725389,610
29,0,"Standard Threshold: 21/35",,0,17.0179135932561,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1876,1.68598524762908,5,0.0,0,81.2961011591149,611
29,0,"Standard Threshold: 21/35",,0,27.9508196721311,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1877,6.0655737704918,5,0.0,0,65.9836065573771,612
29,0,"Standard Threshold: 21/35",,0,25.9166666666667,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1878,1.25,5,0.0,0,72.8333333333333,613
152,0,"Standard Threshold: 21/35",,0,11.5135037169434,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19312,,2069,0,2182,0.808560682260951,5,0.0,0,87.6779356007957,1888
29,0,"Standard Threshold: 21/35",,0,28.7037037037037,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1879,18.7037037037037,5,0.0,0,52.5925925925926,614
29,0,"Standard Threshold: 21/35",,0,18.2209469153515,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1880,9.32568149210904,5,0.0,0,72.4533715925395,615
29,0,"Standard Threshold: 21/35",,0,3.80952380952381,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1881,0.297619047619048,5,0.0,0,95.8928571428571,616
29,0,"Standard Threshold: 21/35",,0,33.7,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1882,14.1,5,0.0,0,52.2,617
29,0,"Standard Threshold: 21/35",,0,9.53516090584029,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1883,3.69487485101311,5,0.0,0,86.7699642431466,618
29,0,"Standard Threshold: 21/35",,0,5.71108622620381,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1884,0.447928331466965,5,0.0,0,93.8409854423292,619
29,0,"Standard Threshold: 21/35",,0,19.454770755886,3,2,"WFP VAM Analyse Globale de la Vulnerabilite et de la Securite Alimentaire (AGVSA), 2014",6,2013,5,0,0,,1967,0,1885,2.41635687732342,5,0.0,0,78.1288723667906,620
152,0,"Standard Threshold: 21/35",,0,22.2505279388596,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19313,,2069,0,2183,2.66567224214795,5,0.0,0,75.0837998189923,1888
152,0,"Standard Threshold: 21/35",,0,23.0994844292347,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19314,,2069,0,2184,1.57352716898783,5,0.0,0,75.3269884017775,1888
152,0,"Standard Threshold: 21/35",,0,22.6597259298807,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19315,,2069,0,2185,7.58586937177433,5,0.0,0,69.7544046983449,1888
152,0,"Standard Threshold: 21/35",,0,34.9222614840989,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19316,,2069,0,2187,1.18727915194346,5,0.0,0,63.8904593639575,1889
152,0,"Standard Threshold: 21/35",,0,26.6920632414187,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19317,,2069,0,2188,1.79420879142569,5,0.0,0,71.5137279671555,1889
152,0,"Standard Threshold: 21/35",,0,27.2646110483948,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19318,,2069,0,2189,2.24819414008603,5,0.0,0,70.4871948115191,1889
152,0,"Standard Threshold: 21/35",,0,4.50232607038662,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,42173,,2069,0,2190,0.202381265277157,5,0.0,0,95.2952926643362,1889
152,0,"Standard Threshold: 21/35",,0,6.20657711903659,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19320,,2069,0,2191,1.13809303248858,5,0.0,0,92.6553298484748,1889
152,0,"Standard Threshold: 21/35",,0,31.4773717663126,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,42174,,2069,0,2193,2.06124594734536,5,0.0,0,66.4613822863421,1890
152,0,"Standard Threshold: 21/35",,0,9.23272204963757,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19321,,2069,0,2194,0.725809915107439,5,0.0,0,90.041468035255,1890
152,0,"Standard Threshold: 21/35",,0,31.8933559076023,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19322,,2069,0,2195,9.16242526531098,5,0.0,0,58.9442188270867,1890
152,0,"Standard Threshold: 21/35",,0,21.5001442698633,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19323,,2069,0,2196,1.02825066232982,5,0.0,0,77.4716050678068,1890
152,0,"Standard Threshold: 21/35",,0,26.3434416257378,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,42175,,2069,0,2197,3.6687243725499,5,0.0,0,69.9878340017122,1890
152,0,"Standard Threshold: 21/35",,0,25.4411836047814,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19325,,2069,0,2198,2.19819053076602,5,0.0,0,72.3606258644526,1890
152,0,"Standard Threshold: 21/35",,0,28.8418541191933,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,42176,,2069,0,2199,6.47541627676064,5,0.0,0,64.6827296040459,1890
152,0,"Standard Threshold: 21/35",,0,17.1983533462251,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,65271,,2069,0,2200,0.675271165868364,5,0.0,0,82.1263754879066,1890
152,0,"Standard Threshold: 21/35",,0,26.4356460797959,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,65270,,2069,0,2201,2.05601548813345,5,0.0,0,71.5083384320706,1890
152,0,"Standard Threshold: 21/35",,0,27.0304203446199,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19328,,2069,0,2202,6.37711440207777,5,0.0,0,66.5924652533023,1890
152,0,"Standard Threshold: 21/35",,0,32.1341290427313,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,42177,,2069,0,2203,9.1775790813707,5,0.0,0,58.688291875898,1890
152,0,"Standard Threshold: 21/35",,0,15.7328377201983,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19329,,2069,0,2204,2.30761731260294,5,0.0,0,81.9595449671987,1890
152,0,"Standard Threshold: 21/35",,0,17.2796341892367,3,2,"WFP VAM Comprehensive food security and vulnerability analysis (CFSVA) and nutrition assessment, 2012",6,2011,5,0,19330,,2069,0,2205,1.67710165318325,5,0.0,0,81.04326415758,1890
205,0,"Standard Threshold: 21/35",,0,7.73772578433886,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,25120,,2099,0,2257,0.0,5,0.0,0,92.2622742156611,2578
205,0,"Standard Threshold: 21/35",,0,21.8552566430135,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,25188,,2099,0,2258,6.22551512321841,5,0.0,0,71.9192282337681,2582
43,0,"Standard Threshold: 21/35",,0,30.3976859258604,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2300,10.6405980395932,5,0.0,0,58.9617160345464,40549
205,0,"Standard Threshold: 21/35",,0,8.5818746357587,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,25210,,2099,0,2259,0.804001891477665,5,0.0,0,90.6141234727636,2584
205,0,"Standard Threshold: 21/35",,0,38.8569065407236,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,25226,,2099,0,2260,13.7597224739118,5,0.0,0,47.3833709853646,2585
43,0,"Standard Threshold: 21/35",,0,29.72542345771,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2301,1.26152411571048,5,0.0,0,69.0130524265795,40550
205,0,"Standard Threshold: 21/35",,0,1.59190787021832,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,25270,,2099,0,2261,0.0,5,0.0,0,98.4080921297817,2589
205,0,"Standard Threshold: 21/35",,0,22.8700580395012,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21974,,2099,0,2262,1.62131104634488,5,0.0,0,75.5086309141539,21969
205,0,"Standard Threshold: 21/35",,0,23.7647308811088,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21978,,2099,0,2263,2.60644163219123,5,0.0,0,73.6288274866999,21969
43,0,"Standard Threshold: 21/35",,0,22.8145762192966,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2302,2.20389111689969,5,0.0,0,74.9815326638037,40551
43,0,"Standard Threshold: 21/35",,0,7.13042700456771,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2303,0.612801028760387,5,0.0,0,92.2567719666719,40552
43,0,"Standard Threshold: 21/35",,0,15.9526362941853,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2304,2.24671170016536,5,0.0,0,81.8006520056493,40553
43,0,"Standard Threshold: 21/35",,0,22.6411292851854,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2305,8.64632208895934,5,0.0,0,68.7125486258553,40554
43,0,"Standard Threshold: 21/35",,0,25.7614365436721,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2306,2.55225937678631,5,0.0,0,71.6863040795416,40555
205,0,"Standard Threshold: 21/35",,0,11.0793463171928,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21986,,2099,0,2264,0.909878087331803,5,0.0,0,88.0107755954753,21969
43,0,"Standard Threshold: 21/35",,0,33.0608880429543,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2307,8.19629560909956,5,0.0,0,58.7428163479462,40556
43,0,"Standard Threshold: 21/35",,0,16.1932642631151,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2308,3.07390283176386,5,0.0,0,80.732832905121,40557
43,0,"Standard Threshold: 21/35",,0,20.7738172238763,7,2,"WFP VAM Comprehensive Food Security & Vulnerability Analysis (CFSVA), 2008",6,2008,5,0,0,,2119,0,2309,4.37460568097561,5,0.0,0,74.8515770951481,40558
45,0,"Non-Standard Threshold (please specify)",,0,9.86842105263158,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1887,0.0,5,0.0,38,90.1315789473684,815
45,0,"Non-Standard Threshold (please specify)",,0,11.2280701754386,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1888,0.87719298245614,5,0.0,38,87.8947368421053,816
45,0,"Non-Standard Threshold (please specify)",,0,24.3421052631579,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1937,1.09649122807018,5,0.0,38,74.5614035087719,817
45,0,"Non-Standard Threshold (please specify)",,0,12.7777777777778,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1890,3.19444444444444,5,0.0,38,84.0277777777778,818
45,0,"Non-Standard Threshold (please specify)",,0,14.537037037037,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1891,2.96296296296296,5,0.0,38,82.5,819
205,0,"Standard Threshold: 21/35",,0,9.92829216008204,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21989,,2099,0,2265,1.67103397409209,5,0.0,0,88.4006738658259,21969
45,0,"Non-Standard Threshold (please specify)",,0,9.92063492063492,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1892,2.97619047619048,5,0.0,38,87.1031746031746,820
45,0,"Non-Standard Threshold (please specify)",,0,6.94444444444444,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1893,0.396825396825397,5,0.0,38,92.6587301587302,821
45,0,"Non-Standard Threshold (please specify)",,0,18.0555555555556,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1894,6.94444444444444,5,0.0,38,75.0,822
45,0,"Non-Standard Threshold (please specify)",,0,26.0964912280702,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1895,2.85087719298246,5,0.0,38,71.0526315789474,823
45,0,"Non-Standard Threshold (please specify)",,0,2.91666666666667,5,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insécurite Alimentaire (CFSVA), 2011",8,2011,5,0,0,,1967,28,1896,0.416666666666667,5,0.0,38,96.6666666666667,824
49,0,"Non-Standard Threshold (please specify)",,0,9.62566844919786,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1992,1.60427807486631,5,0.0,39,88.7700534759358,853
205,0,"Standard Threshold: 21/35",,0,6.82311912827191,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,22003,,2099,0,2266,1.38591031553904,5,0.0,0,91.7909705561891,21969
49,0,"Non-Standard Threshold (please specify)",,0,9.47368421052631,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1993,1.05263157894736,5,0.0,39,89.4736842105263,67154
49,0,"Non-Standard Threshold (please specify)",,0,37.8947368421052,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1994,8.07017543859649,5,0.0,39,54.0350877192982,854
49,0,"Non-Standard Threshold (please specify)",,0,13.4453781512605,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1995,1.26050420168067,5,0.0,39,85.2941176470588,855
49,0,"Non-Standard Threshold (please specify)",,0,15.0793650793651,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1996,2.77777777777778,5,0.0,39,82.1428571428571,856
205,0,"Standard Threshold: 21/35",,0,18.8261662292117,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21975,,2099,0,2267,6.67916169927037,5,0.0,0,74.494672071518,21971
49,0,"Non-Standard Threshold (please specify)",,0,30.1754385964912,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1997,9.12280701754386,5,0.0,39,60.7017543859649,857
49,0,"Non-Standard Threshold (please specify)",,0,29.4736842105263,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1998,2.10526315789474,5,0.0,39,68.4210526315789,858
49,0,"Non-Standard Threshold (please specify)",,0,13.1386861313868,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,1999,1.0948905109489,5,0.0,39,85.7664233576642,859
205,0,"Standard Threshold: 21/35",,0,21.5896243791522,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21976,,2099,0,2268,2.60406742629218,5,0.0,0,75.8063081945556,21971
49,0,"Non-Standard Threshold (please specify)",,0,23.5087719298245,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2000,2.10526315789473,5,0.0,39,74.3859649122807,860
49,0,"Non-Standard Threshold (please specify)",,0,36.5248226950354,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2001,29.0780141843971,5,0.0,39,34.3971631205673,861
49,0,"Non-Standard Threshold (please specify)",,0,14.3859649122807,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2002,1.75438596491228,5,0.0,39,83.859649122807,862
49,0,"Non-Standard Threshold (please specify)",,0,6.29370629370629,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2003,0.0,5,0.0,39,93.7062937062937,863
205,0,"Standard Threshold: 21/35",,0,12.4142623841525,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21979,,2099,0,2269,0.816983325390531,5,0.0,0,86.768754290457,21971
49,0,"Non-Standard Threshold (please specify)",,0,21.090909090909,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2004,12.0,5,0.0,39,66.9090909090909,864
49,0,"Non-Standard Threshold (please specify)",,0,32.0557491289199,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2005,7.66550522648084,5,0.0,39,60.2787456445993,865
49,0,"Non-Standard Threshold (please specify)",,0,39.1608391608392,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2006,22.3776223776224,5,0.0,39,38.4615384615385,866
205,0,"Standard Threshold: 21/35",,0,9.21901359531606,4,2,"WFP VAM Comprehensive Food Security and Vulnerability Analysis and Nutrition Survey (CFSVA), 2012",6,2012,5,0,21988,,2099,0,2270,2.34692864939962,5,0.0,0,88.4340577552843,21971
49,0,"Non-Standard Threshold (please specify)",,0,22.9090909090909,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2007,3.27272727272727,5,0.0,39,73.8181818181818,867
49,0,"Non-Standard Threshold (please specify)",,0,15.1515151515152,6,2,"WFP VAM Analyse Globale de la Vulnerabilite et de l’Insecurite Alimentaire (AGVSA), 2009",8,2009,5,0,0,,1976,25,2008,3.03030303030303,5,0.0,39,81.8181818181818,868
50,0,"Raised Threshold: 28/42",,0,58.3333333333333,5,2,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",7,2009,5,0,0,,2042,0,2104,19.4444444444444,5,0.0,0,22.2222222222222,12926
50,0,"Raised Threshold: 28/42",,0,25.0,5,2,"WFP VAM Analyse Globale de la Securite Alimentaire et de la Vulnerabilite",7,2009,5,0,0,,2042,0,2105,23.1481481481481,5,0.0,0,51.8518518518518,12910
